#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A80071
#Date Time: 2019-03-02 09:35:08.533
#Sample rate: 800Hz
#Samples: 6540
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V

Time (s),Channel 1 (V)
-4.04625,1.71109
-4.045,1.71109
-4.04375,1.70739
-4.0425,1.70739
-4.04125,1.70369
-4.04,1.70369
-4.03875,1.69999
-4.0375,1.69999
-4.03625,1.70369
-4.035,1.70369
-4.03375,1.70739
-4.0325,1.71109
-4.03125,1.71109
-4.03,1.71109
-4.02875,1.71109
-4.0275,1.71109
-4.02625,1.70739
-4.025,1.70739
-4.02375,1.70369
-4.0225,1.70369
-4.02125,1.70369
-4.02,1.70739
-4.01875,1.71109
-4.0175,1.71479
-4.01625,1.71479
-4.015,1.66669
-4.01375,1.69259
-4.0125,1.71479
-4.01125,1.71109
-4.01,1.70739
-4.00875,1.70739
-4.0075,1.70369
-4.00625,1.70369
-4.005,1.69999
-4.00375,1.69999
-4.0025,1.70369
-4.00125,1.70739
-4,1.70739
-3.99875,1.71109
-3.9975,1.71109
-3.99625,1.71109
-3.995,1.71109
-3.99375,1.70739
-3.9925,1.70739
-3.99125,1.70739
-3.99,1.70369
-3.98875,1.69999
-3.9875,1.69999
-3.98625,1.70369
-3.985,1.70739
-3.98375,1.70739
-3.9825,1.71109
-3.98125,1.71109
-3.98,1.71109
-3.97875,1.71109
-3.9775,1.71109
-3.97625,1.70739
-3.975,1.70739
-3.97375,1.71109
-3.9725,1.70739
-3.97125,1.70369
-3.97,1.70739
-3.96875,1.68889
-3.9675,1.66299
-3.96625,1.71109
-3.965,1.71109
-3.96375,1.71109
-3.9625,1.71479
-3.96125,1.71109
-3.96,1.70739
-3.95875,1.70739
-3.9575,1.70369
-3.95625,1.70369
-3.955,1.69999
-3.95375,1.69999
-3.9525,1.70369
-3.95125,1.70739
-3.95,1.70739
-3.94875,1.71109
-3.9475,1.71109
-3.94625,1.71109
-3.945,1.71109
-3.94375,1.71109
-3.9425,1.70739
-3.94125,1.70369
-3.94,1.70369
-3.93875,1.69999
-3.9375,1.69999
-3.93625,1.70369
-3.935,1.70369
-3.93375,1.70739
-3.9325,1.71109
-3.93125,1.71109
-3.93,1.71109
-3.92875,1.71109
-3.9275,1.71109
-3.92625,1.71479
-3.925,1.71109
-3.92375,1.71109
-3.9225,1.70739
-3.92125,1.66299
-3.92,1.67779
-3.91875,1.70369
-3.9175,1.70739
-3.91625,1.70739
-3.915,1.71109
-3.91375,1.71109
-3.9125,1.71109
-3.91125,1.71109
-3.91,1.70739
-3.90875,1.70369
-3.9075,1.70369
-3.90625,1.70369
-3.905,1.69999
-3.90375,1.69999
-3.9025,1.70369
-3.90125,1.70739
-3.9,1.70739
-3.89875,1.71109
-3.8975,1.71109
-3.89625,1.71109
-3.895,1.71109
-3.89375,1.70739
-3.8925,1.70739
-3.89125,1.70369
-3.89,1.70369
-3.88875,1.69999
-3.8875,1.69629
-3.88625,1.70369
-3.885,1.70369
-3.88375,1.70739
-3.8825,1.70739
-3.88125,1.71109
-3.88,1.71849
-3.87875,1.71849
-3.8775,1.71479
-3.87625,1.71479
-3.875,1.69999
-3.87375,1.65929
-3.8725,1.68889
-3.87125,1.69629
-3.87,1.69999
-3.86875,1.70369
-3.8675,1.70739
-3.86625,1.70739
-3.865,1.71109
-3.86375,1.71109
-3.8625,1.71109
-3.86125,1.71109
-3.86,1.70739
-3.85875,1.70369
-3.8575,1.70369
-3.85625,1.70369
-3.855,1.69999
-3.85375,1.69999
-3.8525,1.70369
-3.85125,1.70369
-3.85,1.70739
-3.84875,1.70739
-3.8475,1.71109
-3.84625,1.71109
-3.845,1.71109
-3.84375,1.70739
-3.8425,1.70739
-3.84125,1.70369
-3.84,1.70369
-3.83875,1.69999
-3.8375,1.69629
-3.83625,1.69999
-3.835,1.70369
-3.83375,1.70739
-3.8325,1.71479
-3.83125,1.71479
-3.83,1.71849
-3.82875,1.71849
-3.8275,1.68149
-3.82625,1.67039
-3.825,1.70739
-3.82375,1.70369
-3.8225,1.70369
-3.82125,1.69629
-3.82,1.69999
-3.81875,1.70369
-3.8175,1.70739
-3.81625,1.70739
-3.815,1.71109
-3.81375,1.71109
-3.8125,1.71109
-3.81125,1.71109
-3.81,1.70739
-3.80875,1.70369
-3.8075,1.70369
-3.80625,1.70369
-3.805,1.69999
-3.80375,1.69999
-3.8025,1.70369
-3.80125,1.70369
-3.8,1.70739
-3.79875,1.70739
-3.7975,1.71109
-3.79625,1.71109
-3.795,1.71109
-3.79375,1.70739
-3.7925,1.70739
-3.79125,1.70369
-3.79,1.70369
-3.78875,1.69999
-3.7875,1.69999
-3.78625,1.70739
-3.785,1.71109
-3.78375,1.71479
-3.7825,1.71479
-3.78125,1.71109
-3.78,1.66669
-3.77875,1.69259
-3.7775,1.70739
-3.77625,1.70739
-3.775,1.70739
-3.77375,1.70369
-3.7725,1.70369
-3.77125,1.69999
-3.77,1.69999
-3.76875,1.70369
-3.7675,1.70369
-3.76625,1.70739
-3.765,1.71109
-3.76375,1.71109
-3.7625,1.71109
-3.76125,1.71109
-3.76,1.70739
-3.75875,1.70739
-3.7575,1.70369
-3.75625,1.70369
-3.755,1.69999
-3.75375,1.69999
-3.7525,1.70369
-3.75125,1.70369
-3.75,1.70739
-3.74875,1.70739
-3.7475,1.71109
-3.74625,1.71109
-3.745,1.71109
-3.74375,1.70739
-3.7425,1.70739
-3.74125,1.70369
-3.74,1.70369
-3.73875,1.70739
-3.7375,1.70369
-3.73625,1.70739
-3.735,1.71109
-3.73375,1.69259
-3.7325,1.66669
-3.73125,1.70369
-3.73,1.71109
-3.72875,1.71109
-3.7275,1.71109
-3.72625,1.70739
-3.725,1.70739
-3.72375,1.70369
-3.7225,1.70369
-3.72125,1.69629
-3.72,1.69999
-3.71875,1.70369
-3.7175,1.70739
-3.71625,1.70739
-3.715,1.71109
-3.71375,1.71109
-3.7125,1.71109
-3.71125,1.71109
-3.71,1.70739
-3.70875,1.70739
-3.7075,1.70369
-3.70625,1.70369
-3.705,1.69999
-3.70375,1.69999
-3.7025,1.70369
-3.70125,1.70369
-3.7,1.70739
-3.69875,1.71109
-3.6975,1.71109
-3.69625,1.71109
-3.695,1.71109
-3.69375,1.70739
-3.6925,1.70739
-3.69125,1.71109
-3.69,1.71109
-3.68875,1.70739
-3.6875,1.70369
-3.68625,1.66669
-3.685,1.68149
-3.68375,1.70739
-3.6825,1.71109
-3.68125,1.71109
-3.68,1.71109
-3.67875,1.71109
-3.6775,1.71479
-3.67625,1.84801
-3.675,1.27815
-3.67375,1.46687
-3.6725,1.41506
-3.67125,1.48167
-3.67,1.52237
-3.66875,1.51867
-3.6675,1.47797
-3.66625,1.43727
-3.665,1.41506
-3.66375,1.42617
-3.6625,1.16714
-3.66125,1.42987
-3.66,1.48907
-3.65875,1.29665
-3.6575,1.35956
-3.65625,1.38546
-3.655,1.40396
-3.65375,1.40766
-3.6525,1.38916
-3.65125,1.37066
-3.65,1.37806
-3.64875,1.38176
-3.6475,1.38546
-3.64625,1.37066
-3.645,1.37806
-3.64375,1.38176
-3.6425,1.37806
-3.64125,1.37436
-3.64,1.35586
-3.63875,1.31145
-3.6375,1.34106
-3.63625,1.34846
-3.635,1.35216
-3.63375,1.34106
-3.6325,1.33366
-3.63125,1.32626
-3.63,1.35216
-3.62875,1.35586
-3.6275,1.34846
-3.62625,1.34106
-3.625,1.34106
-3.62375,1.33736
-3.6225,1.34106
-3.62125,1.34106
-3.62,1.33736
-3.61875,1.33366
-3.6175,1.33736
-3.61625,1.34476
-3.615,1.34106
-3.61375,1.34106
-3.6125,1.34106
-3.61125,1.33366
-3.61,1.33736
-3.60875,1.34106
-3.6075,1.32996
-3.60625,1.32626
-3.605,1.31886
-3.60375,1.33366
-3.6025,1.33366
-3.60125,1.33366
-3.6,1.34106
-3.59875,1.34106
-3.5975,1.34476
-3.59625,1.34846
-3.595,1.34846
-3.59375,1.35216
-3.5925,1.31145
-3.59125,1.30405
-3.59,1.35216
-3.58875,1.35216
-3.5875,1.35216
-3.58625,1.35586
-3.585,1.35956
-3.58375,1.36696
-3.5825,1.37066
-3.58125,1.37066
-3.58,1.37436
-3.57875,1.37436
-3.5775,1.37436
-3.57625,1.37066
-3.575,1.37066
-3.57375,1.36696
-3.5725,1.36696
-3.57125,1.36326
-3.57,1.36696
-3.56875,1.37066
-3.5675,1.37066
-3.56625,1.37436
-3.565,1.37436
-3.56375,1.37806
-3.5625,1.37806
-3.56125,1.38176
-3.56,1.37806
-3.55875,1.37066
-3.5575,1.37066
-3.55625,1.37066
-3.555,1.36696
-3.55375,1.36696
-3.5525,1.37066
-3.55125,1.37806
-3.55,1.38176
-3.54875,1.38176
-3.5475,1.38546
-3.54625,1.38546
-3.545,1.32626
-3.54375,1.35586
-3.5425,1.38176
-3.54125,1.38546
-3.54,1.38546
-3.53875,1.38546
-3.5375,1.37806
-3.53625,1.38176
-3.535,1.38176
-3.53375,1.38176
-3.5325,1.38546
-3.53125,1.38916
-3.53,1.39286
-3.52875,1.39286
-3.5275,1.38916
-3.52625,1.38916
-3.525,1.38546
-3.52375,1.38546
-3.5225,1.38546
-3.52125,1.38176
-3.52,1.38546
-3.51875,1.38916
-3.5175,1.38916
-3.51625,1.39286
-3.515,1.39656
-3.51375,1.39656
-3.5125,1.39656
-3.51125,1.39656
-3.51,1.39656
-3.50875,1.39656
-3.5075,1.39286
-3.50625,1.39286
-3.505,1.38916
-3.50375,1.39656
-3.5025,1.40026
-3.50125,1.40026
-3.5,1.40396
-3.49875,1.37436
-3.4975,1.34476
-3.49625,1.40396
-3.495,1.40396
-3.49375,1.40026
-3.4925,1.40026
-3.49125,1.40026
-3.49,1.40026
-3.48875,1.39656
-3.4875,1.39656
-3.48625,1.40026
-3.485,1.40026
-3.48375,1.40396
-3.4825,1.40766
-3.48125,1.40766
-3.48,1.40766
-3.47875,1.41136
-3.4775,1.40766
-3.47625,1.40766
-3.475,1.40766
-3.47375,1.40396
-3.4725,1.40396
-3.47125,1.40026
-3.47,1.40396
-3.46875,1.40766
-3.4675,1.41136
-3.46625,1.41136
-3.465,1.41506
-3.46375,1.41506
-3.4625,1.41877
