#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A80071
#Date Time: 2019-03-02 12:18:47.902
#Sample rate: 400Hz
#Samples: 6467
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -1.65 V

Time (s),Channel 1 (V)
-9.3325,1.69791
-9.33,1.69285
-9.3275,1.69892
-9.325,1.70431
-9.3225,1.70836
-9.32,1.70701
-9.3175,1.70027
-9.315,1.69622
-9.3125,1.69285
-9.31,1.70128
-9.3075,1.70532
-9.305,1.70971
-9.3025,1.70465
-9.3,1.70094
-9.2975,1.69656
-9.295,1.68442
-9.2925,1.70263
-9.29,1.70667
-9.2875,1.70971
-9.285,1.70162
-9.2825,1.69757
-9.28,1.69251
-9.2775,1.69858
-9.275,1.70431
-9.2725,1.70836
-9.27,1.70735
-9.2675,1.69993
-9.265,1.69622
-9.2625,1.69285
-9.26,1.70128
-9.2575,1.70499
-9.255,1.71072
-9.2525,1.70634
-9.25,1.69791
-9.2475,1.68476
-9.245,1.69521
-9.2425,1.70296
-9.24,1.70634
-9.2375,1.70971
-9.235,1.70162
-9.2325,1.69757
-9.23,1.69251
-9.2275,1.69825
-9.225,1.70398
-9.2225,1.70802
-9.22,1.70701
-9.2175,1.69993
-9.215,1.69656
-9.2125,1.69285
-9.21,1.70094
-9.2075,1.70634
-9.205,1.71173
-9.2025,1.69926
-9.2,1.69251
-9.1975,1.6942
-9.195,1.69521
-9.1925,1.70263
-9.19,1.706
-9.1875,1.70937
-9.185,1.70128
-9.1825,1.69757
-9.18,1.69251
-9.1775,1.69825
-9.175,1.70364
-9.1725,1.70802
-9.17,1.70667
-9.1675,1.69993
-9.165,1.69622
-9.1625,1.69218
-9.16,1.70263
-9.1575,1.70634
-9.155,1.69993
-9.1525,1.69825
-9.15,1.69454
-9.1475,1.68914
-9.145,1.68982
-9.1425,1.69757
-9.14,1.70162
-9.1375,1.70465
-9.135,1.69622
-9.1325,1.69083
-9.13,1.68375
-9.1275,1.68712
-9.125,1.69117
-9.1225,1.69454
-9.12,1.69218
-9.1175,1.68206
-9.115,1.676
-9.1125,1.67229
-9.11,1.67869
-9.1075,1.66521
-9.105,1.6797
-9.1025,1.67263
-9.1,1.6642
-9.0975,1.65948
-9.095,1.66656
-9.0925,1.67869
-9.09,1.6851
-9.0875,1.69319
-9.085,1.69083
-9.0825,1.6915
-9.08,1.69083
-9.0775,1.70162
-9.075,1.71308
-9.0725,1.72083
-9.07,1.72285
-9.0675,1.72319
-9.065,1.7269
-9.0625,1.72555
-9.06,1.72319
-9.0575,1.74274
-9.055,1.75117
-9.0525,1.75016
-9.05,1.74948
-9.0475,1.74982
-9.045,1.75521
-9.0425,1.76533
-9.04,1.77072
-9.0375,1.77477
-9.035,1.76735
-9.0325,1.76398
-9.03,1.75825
-9.0275,1.76263
-9.025,1.76701
-9.0225,1.76971
-9.02,1.76802
-9.0175,1.76027
-9.015,1.7505
-9.0125,1.73937
-9.01,1.75319
-9.0075,1.75521
-9.005,1.75825
-9.0025,1.75117
-9,1.74375
-8.9975,1.73802
-8.995,1.73769
-8.9925,1.74342
-8.99,1.74578
-8.9875,1.74847
-8.985,1.73971
-8.9825,1.73465
-8.98,1.72926
-8.9775,1.73431
-8.975,1.74005
-8.9725,1.74578
-8.97,1.74611
-8.9675,1.73229
-8.965,1.73061
-8.9625,1.73263
-8.96,1.74308
-8.9575,1.74982
-8.955,1.7569
-8.9525,1.75488
-8.95,1.75218
-8.9475,1.75184
-8.945,1.75521
-8.9425,1.76432
-8.94,1.77241
-8.9375,1.77814
-8.935,1.77106
-8.9325,1.76533
-8.93,1.75656
-8.9275,1.75623
-8.925,1.75656
-8.9225,1.75252
-8.92,1.73431
-8.9175,1.72858
-8.915,1.72117
-8.9125,1.7124
-8.91,1.71679
-8.9075,1.71712
-8.905,1.71847
-8.9025,1.71139
-8.9,1.70431
-8.8975,1.69892
-8.895,1.69892
-8.8925,1.70634
-8.89,1.71004
-8.8875,1.71443
-8.885,1.70768
-8.8825,1.70465
-8.88,1.69926
-8.8775,1.70701
-8.875,1.71409
-8.8725,1.70802
-8.87,1.71881
-8.8675,1.71375
-8.865,1.7124
-8.8625,1.71072
-8.86,1.7215
-8.8575,1.72858
-8.855,1.73667
-8.8525,1.73533
-8.85,1.7333
-8.8475,1.7333
-8.845,1.73769
-8.8425,1.74915
-8.84,1.75656
-8.8375,1.76398
-8.835,1.75892
-8.8325,1.75825
-8.83,1.75623
-8.8275,1.76162
-8.825,1.75757
-8.8225,1.77274
-8.82,1.77375
-8.8175,1.76836
-8.815,1.76802
-8.8125,1.76836
-8.81,1.78151
-8.8075,1.7923
-8.805,1.80376
-8.8025,1.80612
-8.8,1.80746
-8.7975,1.81084
-8.795,1.81825
-8.7925,1.83241
-8.79,1.84185
-8.7875,1.85061
-8.785,1.84792
-8.7825,1.84792
-8.78,1.84016
-8.7775,1.84286
-8.775,1.85634
-8.7725,1.86106
-8.77,1.86073
-8.7675,1.85432
-8.765,1.85162
-8.7625,1.84859
-8.76,1.86039
-8.7575,1.8678
-8.755,1.8759
-8.7525,1.87522
-8.75,1.87455
-8.7475,1.87623
-8.745,1.88264
-8.7425,1.89646
